biblioteca,departamento,nro_registro,domicilio,localidad,provincia,lat,long
Bib.Pop. 12 de Octubre,,0019,Calle Arengreen 1187 Caballito,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.613235,-58.448997
Bib. Pop. Por caminos de libros y solidaridad,,3884,Martinez Castro y Pasaje D  Ramón Carrillo,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.642677,-58.473667
Federación de Bibliotecas Populares de la Capital Federal,,FE 02,Guemes 4621 ,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.581211,-58.423875
Bib.Pop. Dr. Angel M. Giménez,,2675,Suárez 1301 La Boca,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.638103,-58.370514
Bib.Pop. El progreso,,1975,Av.de la Riestra 5655 ,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.676811,-58.474941
Bib.Pop. Dr. Tristán J. González,,1344,P.Goyena 1579 Caballito,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.628075,-58.450001
Bib.Pop. Cornelio Saavedra,,0077,García del Río 2735 Saavedra,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.549038,-58.472504
Bib.Pop. José Enrique Rodo,,0078,Andalgalá 2051 ,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.660057,-58.509514
Asoc. Cultural y Bib. Pop. Tesis 11,,4252,Junín 165 Congreso,Ciudad de Bs. As.,Ciudad Autónoma de Buenos Aires,-34.607533,-58.396416
Bib. Pop. La Memoria de Nuestro Pueblo,,4266,Carlos Calvo 1459 Constitución,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.61995,-58.386733
Bib.Pop. Manuel Ugarte,,4295,Del Barco Centenera 1359 Parque Chacabuco,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.634816,-58.435006
Bib.Pop. Creando Horizontes Educativos,,4268,Albarellos 2985 Villa Pueyrredón,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.5771,-58.509167
Bib. Pop. Juan Jose Castelli,,4318,Peron 1591 ,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.615516,-58.397848
Bib. Pop. 26 de julio,,4341,Avda. Eva Perón 1800 Parque Chacabuco,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.635616,-58.448483
Bib. Pop. Amigos de la Estacion Coghlan,,4404,Estomba 2649  Coghlan,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.56554827883184,-58.47545120489127
Bib.Pop. Helena Larroque de Roffo,,0018,Simbrón 3058 Villa del Parque,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.598461,-58.49469
Bib. Obrera Juan B. Justo,,0025,Av.La Plata 85 Caballito,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.616176,-58.429155
Bib.Pop. Villa Pueyrredón Norte,,0028,Cockrane 2334 Villa Pueyrredón,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.57589,-58.501591
Bib.Pop. Alberdi,,0032,Acevedo 666 Villa Crespo,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.596157,-58.437668
Cen. Cult. y Bib. Pop. Carlos Sanchez Viamonte,,4207,Austria 2156 Recoleta,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.587597,-58.403469
Bib. Pop. Federico Lacroze,,4197,Thompson esq. Valle 502 Caballito,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.624882,-58.439259
Bib.Pop. Hijos del Barrio Piedrabuena Asociación Civil,,4034,Calle 2 de abril de 1982 6730 ,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.678028,-58.491161
Bib.Pop. Lectores del pueblo,,3982,San Pedrito 1026 ,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.642231,-58.461655
Bib.Pop. Dr. Arturo Jauretche,,4006,Perú 823 ,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.617542,-58.374439
Bib.Pop. Casa de la Cultura de Liniers,,3270,Pieres 226 Liniers,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.642502,-58.515217
Bib.Pop. Juan Bautista Alberdi,,3019,Brandsen 805 ,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.636627,-58.364746
Bib. Argentina para ciegos,,2992,Lezica 3909  Almagro,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.610844,-58.421326
Bib.Pop. Juan B. Rebagliati,,2994,La Facultad 1772  ,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.652039,-58.47279
Bib.Pop. Universidad Popular de Belgrano Alfredo Fazio y Bi,,2916,Céspedes 3929 ,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.58342248646265,-58.45751733956853
Bib.Pop. Eurindia,,2828,Bragado 5950  ,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.653366,-58.502693
Bib.Pop. Gral. Alvear,,2558,Avellaneda 542 Caballito,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.614349,-58.438515
Bib.Pop. Mariano Boedo,,2177,Maza 755 ,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.620365,-58.415165
Asoc.Vec. y Bib.Pop. Villa del Parque,,2233,Baigorria 3373  Villa del Parque,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.605793,-58.49456
Bib.Pop. y Cent. Cult. Alfredo Costa,,2111,Azcuenaga 718  Once-Balbanera,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.600857,-58.401001
Bib.Pop. Juan Pablo Echagüe,,1991,Santo Tomé 2496 ,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.601326,-58.481144
Bib.Pop. Gral. Benito Nazar,,2014,Antezana 340 Villa Crespo,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.605183,-58.445007
Bib.Pop. Bernardino Rivadavia,,1943,Directorio 4623  Parque Avellaneda,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.647671,-58.48735
Bib.Pop. 25 de Mayo,,1793,Av.R.Balbín 4221  Saavedra,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.555092,-58.49144
Bib.Pop. El resplandor,,1351,Llerena 2727 Agronomía,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.58651,-58.476261
Bib. Pop. Florencio Sanchez,,1375,Pje.Nicolás Granada 1660 Paternal,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.602871,-58.462116
Bib.Pop. William C.Morris,,1131,Güemes 4621/01  ,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.581364,-58.423908
Bib.Pop. Pueyrredón sud,,1187,Bolivia 4801  Villa Pueyrredón,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.58329,-58.499573
Bib.Pop. Ciencia y labor,,0947,Gral.César Díaz 2453 Villa General Mitre,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.611427,-58.473377
Bib. Pop. Juan B. Justo,Lanus,3828,Av.Luján 3392 Este,Remedios de Escalada,Buenos Aires,-34.728589868028735,-58.38779292748878
Bib.Pop. Mariano Moreno,Lanus,3649,Enrique Fernandez 3168 Villa de los indust.,Lanús Oeste,Buenos Aires,-34.699745,-58.417332
Bib.Pop. Florentino Ameghino,Lanus,3431,C.Warnes 1523 ,Lanús Oeste,Buenos Aires,-34.696017,-58.41125
Bib.Pop.Mun. Mariano Moreno,Lanus,3448,Sarmiento esq. Tucumán  ,Lanús Este,Buenos Aires,-34.70535,-58.388017
Bib.Pop. Dr. E. Angel Barriocanal,Lanus,2767,General Deheza 3268  Este,Remedios de Escalada,Buenos Aires,-34.728687,-58.385983
Bib.Pop. Alberdi,Lanus,2676,Coronel Beltran 70  ,Remedios de Escalada,Buenos Aires,-34.725956,-58.396282
Bib. Pp. Soc. Bomberos Voluntarios de Lanús,Lanus,2713,Gral.Rodriguez 1039 ,Lanús Este,Buenos Aires,-34.69835,-58.381067
Bib.Pop. 1 de Mayo,Lanus,1706,Balcarce 2725  ,Valentín Alsina,Buenos Aires,-34.682517,-58.41575
Bib.Pop.y Soc.Fom. D.F.Sarmiento,Lanus,0294,Av. Pte. Perón 3065 ,Valentín Alsina,Buenos Aires,-34.671033,-58.409383
Bib.Pop. Libertador San Martín,Lanus,0150,Eva Perón (y gral. deheza) 2597 ,Lanús Este,Buenos Aires,-34.714967,-58.371683
Bib.Pop. Escritores Argentinos,Lomas De Zamora,4196,Pasaje Adrogué 186 ,Llavallol,Buenos Aires,-34.801317,-58.431367
Bib.Pop. de la ciudad,Lomas De Zamora,4121,San Martín 415 ,Lomas de Zamora,Buenos Aires,-34.754867,-58.4059
Bib.Pop. Julio Cortázar de Lomas Este,Lomas De Zamora,4115,Miguel Cané 967 ,Lomas de Zamora,Buenos Aires,-34.751933,-58.383483
Bib.Pop. San Juan,Lomas De Zamora,4008,El cardenal 4485 ,Temperley,Buenos Aires,-34.750889,-58.343662
Bib.Pop. Vicente Longhi,Lomas De Zamora,2401,Av. 9 de Julio 360 ,Temperley,Buenos Aires,-34.782383,-58.4011
Bib. Pop. Leopoldo Marechal,Lomas De Zamora,3979,Campana 1629 ,Ingeniero Budge,Buenos Aires,-34.713567,-58.4558
Bib.Pop. Alfonsina Storni,Lomas De Zamora,3865,Falucho 1550 ,Banfield,Buenos Aires,-34.749917,-58.446767
Bib.Pop. Tito Brandsma,Lomas De Zamora,3823,Juramento 2515 ,Temperley,Buenos Aires,-34.771076,-58.360558
Bib.Pop. San José,Lomas De Zamora,3754,Portugal y Armesti  ,Temperley,Buenos Aires,-34.749533,-58.363883
Bib.Pop.E Inst.Cult. Juan María Gutierrez,Lomas De Zamora,3404,Almirante Brown 2163 ,Lomas de Zamora,Buenos Aires,-34.762,-58.39645
Bib.Pop.Soc.Fom. Roberto Arlt,Lomas De Zamora,3149,Necol 934 ,Fiorito,Buenos Aires,-34.710117,-58.446117
Bib. Pop. Antonio Mentruyt,Lomas De Zamora,0173,Italia 44 ,Lomas de Zamora,Buenos Aires,-34.761133,-58.401117
Bib.Pop. Manuel Galvez,Merlo,4199,Dean Funes 2507 San Eduardo,Merlo,Buenos Aires,-34.679883,-58.769117
Bib. Pop. Ricardo Guiraldes,Merlo,3999,Volta 1374 ,San Antonio de Padua,Buenos Aires,-34.667217,-58.698624
Bib.Pop. Génesis,Merlo,3949,Bertole 1627 Parque San Martín,Merlo Norte,Buenos Aires,-34.650391,-58.711605
Bib.Pop. Perito Moreno,Merlo,3303,Viedma 950 ,Mariano Acosta,Buenos Aires,-34.710483,-58.789767
Bib.Pop. Malvinas argentinas,Merlo,3243,Avda. Eva Peron 1317 ,Libertad,Buenos Aires,-34.689333,-58.690417
Bib.Pop. Vicky,Moreno,4139,Gral. Mosconi 5635 Don Sancho,Cuartel V,Buenos Aires,-34.63401,-58.791382
Sociedad de fomento San Pedro y Biblioteca Popular OLEGARIO VICTOR ANDRADE,Moreno,4106,Dastugue 3570 ,Paso del Rey,Buenos Aires,-34.648233,-58.747367
Bib. Pop. San José Obrero,Moreno,4134,Salvador Rueda 2070 ,La Reja,Buenos Aires,-34.611383,-58.8427
Bib.Pop. El centro y los chicos,Moreno,4003,Guido Spano 925 ,Moreno,Buenos Aires,-34.671217,-58.81585
Bib.Pop.Casa.Cult. Barrio Parque San Carlos,Moreno,3944,Gualeguaychú (e/Hipócrates y Coronel Suárez)  Parque San Carlos,Francisco Alvarez,Buenos Aires,-34.648317,-58.8751
Asoc.Civ.Bib.Pop. El Cobijo,Moreno,3886,Arenales y Ambrosetti 4521 ,La Reja,Buenos Aires,-34.6775,-58.837917
Bib.Pop. Horacio Quiroga,Moreno,3248,Paraguay 5544 La Perlita,Moreno,Buenos Aires,-34.603633,-58.766967
Bib.Pop. Ciudad de Paso del Rey,Moreno,2804,25 de Mayo 23 ,Paso del Rey,Buenos Aires,-34.649783,-58.753883
Bib.Pop. Vicenta Castro Cambón,Moreno,2673,A. Jonte 989 ,Francisco Alvarez,Buenos Aires,-34.6348,-58.856083
Bib.Pop. Mariano Moreno,Moreno,2243,Bv. Alcorta 2850 ,Moreno,Buenos Aires,-34.650436,-58.791084
Bib.Pop. Almafuerte de Barrio Guemes,Moreno,4336,Colonia y Baradero  Guemes,Francisco Alvarez,Buenos Aires,-34.6332,-58.878299
Asoc.y Bib.Pop. Dr. Juan Martín Vilaseca,Quilmes,4156,Condarco 1415 ,Quilmes,Buenos Aires,-34.733933,-58.2767
Bib.Pop. Fundaterra,Quilmes,3984,Hipolito Vieytes y Otamendi Bis  ,Bernal,Buenos Aires,-34.772633,-58.2641
Bib.Pop. Atahualpas,Quilmes,3878,Caracas y Colombia  ,Ezpeleta,Buenos Aires,-34.75085,-58.24335
Bib.Pop. de Ezpeleta Alfonsina Storni,Quilmes,3752,Lavalle 5088 ,Ezpeleta,Buenos Aires,-34.749983,-58.235183
Bib.Pop. Joan Rico de Bahia,Quilmes,3585,Calle 836 1838 ,San Francisco Solano,Buenos Aires,-34.77025,-58.306867
Bib.Pop. Juan Bautista Alberdi,Quilmes,3040,Calle 843 2466 ,San Francisco Solano,Buenos Aires,-34.777883,-58.309783
Bib.Pop. Pedro Goyena,Quilmes,2788,San Luis 948 ,Quilmes,Buenos Aires,-34.723083,-58.274233
Bib.Pop. de Don Bosco,Quilmes,2090,Ciudadela 2158 ,Don Bosco,Buenos Aires,-34.7,-58.2941
Mariano Moreno,Quilmes,1988,Belgrano 450  ,Bernal,Buenos Aires,-34.710867,-58.28345
Bib. Pop. Los Cooperarios,Quilmes,3969,Lafinur 2816 Cooperarios,Quilmes,Buenos Aires,-34.753283,-58.27985
Bib.Pop. José Manuel Estrada,Quilmes,0098,Espora 105 bis  ,Bernal,Buenos Aires,-34.706567,-58.28
Bib.Pop. del Río de Quilmes,Quilmes,4311,Las Rosas 1665 La Ribera,Quilmes,Buenos Aires,-34.707617,-58.229683
Bib.Pop. Dra. Alicia Moreau de Justo,San Fernando,4030,Avda. Avellaneda 3025 ,Virreyes,Buenos Aires,-34.4569,-58.5649
Bib. Pop. de San Fernando Leopoldo Murcho,San Fernando,3790,Nuestra Señora de Aranzazu 10 ,San Fernando,Buenos Aires,-34.448223,-58.5741
Bib.Pop.y Soc.Fom. Santa Genoveva,San Fernando,3743,Arroyo Felicaria S/N  2º Sección- Islas del Delta,San Fernando,Buenos Aires,-34.443062,-58.557964
Bib.Pop. Delta del Paraná (Bibliolancha,San Fernando,3659,"RÍO CARABELAS  S/N, MUELLE DEL PUEBLO MUNICIPAL NUEVA ESPERANZA  ",Islas de San Fernando,Buenos Aires,-34.443062,-58.557964
Bib.Pop. La Casa de las palabras,San Fernando,4031,Quintana esq. Matheu  ,Virreyes,Buenos Aires,-34.462467,-58.5743
Bib.Pop. Rómulo S. Naón,San Fernando,2022,Simón de Iriondo 1441 ,Victoria,Buenos Aires,-34.454017,-58.54175
Bib.Pop. Juan N. Madero,San Fernando,0231,Constitución 622  ,San Fernando,Buenos Aires,-34.438293,-58.560268
Bib.Pop. Cava Joven,San Isidro,4188,Neyer 2360 La Cava,Beccar,Buenos Aires,-34.474533,-58.5495
Bib.Pop. La Calabria Popular,San Isidro,3866,Diego Palma 41 ,San Isidro,Buenos Aires,-34.470867,-58.516733
Bib.Pop. de la Ribera,San Isidro,3690,Del Barco Centenera 895 ,San Isidro,Buenos Aires,-34.465867,-58.506933
Bib.Pop. Club de madres de B.Sauce,San Isidro,3060,Padre Acevedo 88 ,Beccar,Buenos Aires,-34.464985,-58.547718
Bib.Pop.y Ctro. Cultural de Beccar,San Isidro,4061,Roma esq. Posadas 1757 ,Beccar,Buenos Aires,-34.471533,-58.54695
Bib.Pop. Juan M. de Pueyrredón,San Isidro,0223,9 de Julio 501 ,San Isidro,Buenos Aires,-34.46815,-58.5104
Bib.Pop. Bernardino Rivadavia,San Isidro,0192,Aristóbulo del Valle 199 ,Martinez,Buenos Aires,-34.48645,-58.499883
Bib.Pop. Profesor Carlos Serraz,San Martin,4178,Nº 91- San Lorenzo 3169 ,San Andrés,Buenos Aires,-34.568085,-58.550121
Bib.Pub.Pop. Parlante Nuevo Ser,San Martin,4175,Ayacucho 2377 San Martin,General San Martín,Buenos Aires,-34.5712589,-58.5375018
Bib.Pop. José Murillo,San Martin,4073,Uriburu 3657 Villa Concepción,Villa Zagala,Buenos Aires,-34.546242,-58.527745
Bib.Pop. y Cen.Cul Villa Humberto,San Martin,4071,Calle 115 (Lavalle) 1700 Villa Humberto,Villa Humberto,Buenos Aires,-34.575951,-58.53727
Bib. Pop. Rioplatense,San Martin,3994,Colón 3772 ,Villa Ballester,Buenos Aires,-34.554933,-58.566883
Bib.Pop. Martín Fierro,San Martin,3960,Prof. Aguer 8628 Independencia,José León Suárez,Buenos Aires,-34.569534,-58.572224
Bib.Esc.Pop. Fray Mocho,San Martin,3728,Lacroze 1 ,Villa Ballester,Buenos Aires,-34.54427,-58.558985
Bib. Pop. Roberto Clemente,San Martin,3628,Av. Juan M. de Rosas 2485 ,José León Suarez,Buenos Aires,-34.529883,-58.574683
Bib.Pop. Maestra María Silva,San Martin,3473,Calle 39 (Ex María Silva) 234 ,Villa Ballester,Buenos Aires,-34.549236,-58.558819
Bib.Pop. Maestro Diego Pombo,San Martin,2830,Calle 70 Nº 3357-(Ex La Crujia  ,San Andrés,Buenos Aires,-34.567245,-58.543719
Bib.Pop. Bernardino Rivadavia,San Martin,1178,Calle 122 3155 ,Villa Ballester,Buenos Aires,-34.551133,-58.561317
Bib.Pop. Juan Bautista Alberdi,San Martin,1242,Ríobamba 2675 ,San Andrés,Buenos Aires,-34.56819,-58.540092
Bib.Pop. Gral. San Martín,San Martin,0287,Matheu (56) 3728 ,General San Martín,Buenos Aires,-34.575603,-58.539124
La Carcova,San Martin,4393,Beltran 717 ,Jose Leon Suarez,Buenos Aires,-34.516596,-58.569419
Bib.Pop. Troncos del Talar,Tigre,4216,Independencia 1653 Troncos del Talar,Tigre,Buenos Aires,-34.4507,-58.603867
Bib. Pop. Mariano Moreno,Tigre,4005,Avda. Alvear (Ruta 202) 840 ,Don Torcuato,Buenos Aires,-34.482233,-58.60895
Federación de Bibliotecas Populares de la Provincia BA,Tigre,FE 01,Av.del Libertador Gral.San Martín 442 ,Tigre,Buenos Aires,-34.419669,-58.585613
Bib.Pop. Lopez Camelo,Tigre,3768,PAul Groussac 3276 ,López Camelo,Buenos Aires,-34.448925,-58.695282
Bib.Pop. D.F.Sarmiento,,0062,Bucarelli 2583 Villa Urquiza,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.574226,-58.489941
Bib. Pop. Literatura Inclusiva,,4421,Camarones 2876  ,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,-34.612102432960,-58.48020906159671
Bib.Pop. Manuel Belgrano del Barrio de Villa París,Almte Brown,3952,Scalabrini Ortíz 2560 Villa París,Glew,Buenos Aires,-34.87905,-58.3788
Bib. Pop. La Margarita blanca,Almte Brown,4001,Gral.Paz 765 ,Adrogué,Buenos Aires,-34.804586,-58.392516
Bib. Pop. Atahualpa Yupanqui,Almte Brown,3841,Gobernador Arias 1017 ,Longchamps oeste,Buenos Aires,-34.858633,-58.386383
Bib.Pop. Gabriela Mistral,Almte Brown,3950,El Zorzal 2463 2 de Abril,Rafael Calzada,Buenos Aires,-34.773333,-58.327183
Bib.Pop. Mahatma Gandhi,Almte Brown,3792,Lobato 843 ,Claypole,Buenos Aires,-34.799917,-58.3364
Bib.Pop.Soc.Fom. Martín Fierro,Almte Brown,2982,Chaco 1415  Ferroviario,Longchamps,Buenos Aires,-34.868283,-58.388433
Bib.Pop. Pablo Rojas Paz,Almte Brown,2870,A.del Valle y Mansilla  ,Glew,Buenos Aires,-34.891483,-58.38585
Amigos de la Biblioteca Esteban Adrogué,Almte Brown,0090,La Rosa 974  ,Adrogué,Buenos Aires,-34.797233,-58.38155
Bib.Pop. Fray Luis Beltrán,Almte Brown,4260,Fausto 233 Parque Roma,Glew,Buenos Aires,-34.894433,-58.399517
Soc. Fom. y Cul. y Bib.Pop. Domingo Faustino Sarmiento,Avellaneda,4192,Supisiche 680 ,Sarandí,Buenos Aires,-34.684383,-58.352533
Bib.Pop. Maestro Alfredo Bravo,Avellaneda,4136,Dardo Rocha 179 ,Avellaneda,Buenos Aires,-34.666683,-58.3542
Bib.Pop. Enrique del Valle Iberlucea,Avellaneda,4086,De la Serna 710 ,Gerli,Buenos Aires,-34.6827,-58.375567
Bib.Pop. Dock Sud,Avellaneda,3908,Nicolás Avellaneda 1345 ,Dock Sud,Buenos Aires,-34.65,-58.3477
Bib.Pub.Mun.Pop. de Avellaneda,Avellaneda,3824,Av.Mitre 366 ,Avellaneda,Buenos Aires,-34.6593,-58.369033
Bib.Pop. Presidente Avellaneda,Avellaneda,3719,Villegas 15 ,Piñeyro,Buenos Aires,-34.666583,-58.378633
Bib.Pop. Alfredo Palacios,Avellaneda,3561,Av.Rivadavia 770 Piñeyro,Avellaneda,Buenos Aires,-34.669183,-58.389067
Soc.Fom. U. de Dom. y Bib.Pop. Nicolás Avellaneda,Avellaneda,3051,San Vicente 660 ,Villa Dominico,Buenos Aires,-34.69025,-58.32075
Bib.Pop. Dr. Estanislao S. Zeballos,Avellaneda,3063,Beruti 216 ,Avellaneda,Buenos Aires,-34.663083,-58.368733
Bib.Pop. José Mármol,Avellaneda,2543,Paraguay 1002 ,Avellaneda,Buenos Aires,-34.6755,-58.394767
Bib.Pop. Bartolomé Mitre,Avellaneda,2296,Rdo.Gutierrez 1374 ,Avellaneda,Buenos Aires,-34.661733,-58.352267
Bib.Pop. Juan M. de Pueyrredón,Avellaneda,0911,Martín Fierro 250 ,Wilde,Buenos Aires,-34.700717,-58.31605
Bib.Pop. Veladas de estudio después del trabajo,Avellaneda,0217,Entre Ríos 731  ,Piñeyro,Buenos Aires,-34.671917,-58.390983
Bib.Pop. Juan Bautista Alberdi,Avellaneda,0252,Limay 1234 ,Gerli,Buenos Aires,-34.678183,-58.373667
Bib. Pop. Oscar Smith,Avellaneda,4265,Hilario Ascasubi 511 ,Wilde,Buenos Aires,-34.715733,-58.323983
Bib.Pop. y Cent. Victoria Ocampo,Berazategui,4169,Calle 364 433 ,Ranelagh,Buenos Aires,-34.7868,-58.205967
Bib.Pop. Juan María Gutierrez,Berazategui,4075,Calle 455 1545 ,Juan M. Gutierrez,Buenos Aires,-34.827833,-58.188017
Bib.Pop. Padre Carlos Mugica,Berazategui,3046,Lisandro de La Torre 5700 ,Hudson,Buenos Aires,-34.758283,-58.221217
Bib.Pop. José Ingenieros,Berazategui,3033,Calle 157 4380 ,Plátanos,Buenos Aires,-34.784083,-58.174867
Bib.Pop. Manuel Belgrano,Berazategui,1280,L. de La Torre 1736  ,Berazategui,Buenos Aires,-34.76475,-58.206683
Bib. Pop. Entre Libros y Glorietas,Berazategui,4424,Dom Fiscal N°528 2543 ,El Pato,Buenos Aires,-34.89878136600071,-58.17508597533649
Bib. Pop. Florencio Sánchez,Florencio Varela,4170,Virgen de Itatí 911 La Colorada,Villa Vatteone,Buenos Aires,-34.83995,-58.278417
Bib.Pop. Santo Tomás de Aquino,Florencio Varela,4051,Bogotá 4374 Santo Tomás,Florencio Varela,Buenos Aires,-34.800367,-58.243567
Bib.Pop. Hugo del Carril,Florencio Varela,3926,Calle 556 699 San Jorge,Florencio Varela,Buenos Aires,-34.81655,-58.29615
Bib. Pop. Dr. Florencio Varela,Florencio Varela,3891,Zapiola 273 ,Florencio Varela,Buenos Aires,-34.816483,-58.273
Bib. Pop. Lisandro de la Torre,Florencio Varela,3522,Angel Cabrera 731 ,Bosques,Buenos Aires,-34.814267,-58.2225
Bib.Pop. Guillermo Enrique Hudson,Florencio Varela,3499,Boccuzzi 623 ,Florencio Varela,Buenos Aires,-34.809617,-58.267917
Bib.Pop. Almafuerte,Florencio Varela,3158,Dr. Gristein 2977 ,Florencio Varela,Buenos Aires,-34.805283,-58.2606
Cen. Cult.  y Bib.Pop. Poetisa Alfonsina Storni,Florencio Varela,3916,Calle 1336 esq. 1319 1319 San Francisco,Villa San Luis,Buenos Aires,-34.86825,-58.27375
Bib.Pop. Del Centro Cult. Sarmiento,Florencio Varela,0123,Boccuzzi 97  ,Florencio Varela,Buenos Aires,-34.810017,-58.276183
Asoc. Cult. y Bib. Pop. Dr. Ernesto de Muro,Florencio Varela,4242,Remedios de Escalada 1335 Cruce Varela,Florencio Varela,Buenos Aires,-34.791607,-58.256245
Bib.Pop. Almafuerte de Rafael Castillo,La Matanza,4228,Grauville 2158 ,Rafael Castillo,Buenos Aires,-34.701067,-58.625467
Bib.Pop. Rotaria,La Matanza,4182,Madrid esq. Sarrachaga 6198 ,Isidro Casanova,Buenos Aires,-34.700983,-58.589833
Bib. Pop. Virrey del Pino,La Matanza,4041,Gorostiaga 5885 ,Virrey del Pino,Buenos Aires,-34.850467,-58.65555
Bib.Pop. Trabajadores del Yaguané,La Matanza,3913,Cellini 5033 ,Virrey del Pino,Buenos Aires,-34.83442,-58.672303
Bib.Pop. Tinkunaku-Lugar de encuentro,La Matanza,3921,Felipe de Arana 750 Don Bosco,Ramos Mejía,Buenos Aires,-34.661933,-58.554017
Bib.Pop. Amigos de La Tablada,La Matanza,4010,Avellaneda 5211 ,La Tablada,Buenos Aires,-34.68785,-58.522733
Bib. Pop. Villa Sahores,La Matanza,3762,Inclan 2063 ,San Justo,Buenos Aires,-34.684083,-58.545817
Bib. Pop. Madre Teresa,La Matanza,3730,Villanueva 3435 Barrio Areco,Virrey del Pino,Buenos Aires,-34.809982,-58.637619
Bib.Pop. Delia C. de Armagno,La Matanza,3293,Brigadier General Juan Manuel de Rosas 8035 ,Isidro Casanova,Buenos Aires,-34.712583,-58.591183
Bib.Pop. Ceferino Namuncura,La Matanza,3241,Achupallas 7218 ,Gonzalez Catán,Buenos Aires,-34.77975,-58.60615
Bib.Pop. Almafuerte,La Matanza,3203,Sarratea 4267 Villa Constructora,San Justo,Buenos Aires,-34.684233,-58.55625
Bib.Pop. Alfonsina Storni,La Matanza,2880,Circuns.5 Sec.1 Man.2 Casa 1  ,Ciudad Evita,Buenos Aires,-34.719654,-58.540791
"Centro Cultural y Recreativo, Bib.Pop. Mariano Moreno",La Matanza,1880,Humahuaca 254 1° piso  ,Tapiales,Buenos Aires,-34.69785,-58.511217
Bib.Pop. y Ctro Cult. José M. Estrada,La Matanza,4299,Araoz 553 Fournier,Ciudad Villa Madero,Buenos Aires,-34.68855,-58.509167
Bib.Pop. de la Imagen (CEIC),La Matanza,4338,Juan Florio 3260 Centro,San Justo,Buenos Aires,-34.681016,-58.560516
Cen. y Bib.Pop. Osvaldo Pugliese,Lanus,4117,Aristóbulo del Valle 1370 ,Lanús,Buenos Aires,-34.703733,-58.411267
Bib.Pop. Monte Chingolo,Lanus,4135,General Pintos 4752 ,Monte Chingolo,Buenos Aires,-34.731407,-58.350723
Bib.Pop. Olga Cossettini,Lanus,4021,Centenario Uruguayo 580 ,Lanús Este,Buenos Aires,-34.71475,-58.353933
Bib.Pop. Esquiu,Fray Mamerto Esquiu,2991,Av.San Martín s/n  ,Las Pirquitas,Catamarca,-28.25,-65.73333
Bib.Pop. Juana R. Ahumada,Fray Mamerto Esquiu,2850,San Martín y Juan A. Carrizo  ,San Antonio,Catamarca,-28.423666,-65.705433
